time,stormID,clon,clat,area,rain_max,rain_mean,tmin,tcw,q925,ushear600_850,ushear600_925
2020-07-01 16:04:00,107,-4.826380952380906,6.268857142857151,52500,3.0467031072625894,0.26396534453320986,212.96062,57.13641357421875,16.201251983642578,14.512499809265137,18.743749618530273
2020-07-01 16:04:00,130,12.48611859838279,9.187196765498662,37100,1.438638873352206,0.0919125612703255,201.33066,52.50117111206055,14.77509880065918,10.803125381469727,11.850000381469727
2020-07-01 16:04:00,145,2.728328804347867,11.697690217391312,147200,17.546668915543794,0.5298832858133291,198.47098,53.72736740112305,14.67785358428955,11.8125,13.114583015441895
2020-07-01 16:04:00,137,-7.49395161290318,11.656048387096781,173600,19.386446552809936,0.8627382726989059,197.39847,53.156150817871094,16.619247436523438,17.018749237060547,18.071874618530273
2020-07-01 16:04:00,100,11.945370370370409,6.732239057239066,118800,13.364389099630616,1.2378915358334015,196.70438,39.62922286987305,0.0,8.612500190734863,9.284375190734863
2020-07-01 17:04:00,125,19.700561797752847,9.315168539325851,26700,0.0,0.0,225.38622,49.804351806640625,13.939959526062012,8.184374809265137,8.331250190734863
2020-07-01 17:04:00,129,12.173782234957061,9.464899713467057,34900,0.9747315829750234,0.03769143311621959,202.96385,52.243675231933594,15.198249816894531,11.223958015441895,13.372395515441895
2020-07-01 17:04:00,96,13.574666666666706,7.115636363636372,165000,17.266674137750822,1.18756804596035,193.57909,40.80426788330078,0.0,9.036458015441895,9.9609375
2020-07-01 17:04:00,134,2.128595773687839,11.365132924335386,146700,7.854228183509223,0.4527256396309024,195.3444,53.92789077758789,14.741656303405762,11.818750381469727,13.315625190734863
2020-07-01 17:04:00,112,-9.4441729893778,11.180440060698038,329500,13.486740359086697,0.7553842807367367,194.61908,52.8425407409668,17.172916412353516,17.581249237060547,19.378124237060547
2020-07-01 18:04:00,119,-11.187173609726884,10.909936216862674,501700,15.06726801896796,0.6532718875095364,194.30019,47.90044403076172,16.00179672241211,18.33854103088379,19.06510353088379
2020-07-01 18:04:00,131,1.8936997319035263,10.925013404825746,186500,8.581673779855283,0.38482057133040914,195.46127,54.10441207885742,14.7611665725708,12.065104484558105,13.307291984558105
2020-07-01 18:04:00,134,19.98067846607674,9.542330383480834,33900,0.0,0.0,226.0228,50.22310256958008,14.145359992980957,7.759375095367432,7.925000190734863
2020-07-01 18:04:00,102,14.265203021718643,7.363172804532586,211800,15.69612214541039,0.9050152527587159,193.73297,40.11708450317383,0.5353279709815979,9.890625,10.7109375
2020-07-01 19:04:00,115,20.041896063802458,7.778736815024449,388700,13.657756976876646,0.44116103353332387,193.78348,47.41852951049805,14.245877265930176,7.7421875,8.200520515441895
